[500]
a0,104751.0000
a1,104740.2000
a2,104759.5000
a3,104725.2000
a4,104750.8000
a5,104762.7000
a6,104741.0000
a7,104754.1000
a8,104752.0000
a9,104738.9000
a10,104764.0000
a11,104757.9000
a12,104752.6000
a13,104725.4000
a14,104749.7000
a15,104745.9000
a16,104762.3000
a17,104738.7000
a18,104760.9000
a19,104746.0000
a20,104756.7000
a21,104761.1000
a22,104760.8000
a23,104748.2000
a24,104737.4000
a25,104725.6000
a26,104762.3000
a27,104760.0000
a28,104755.3000
a29,104758.6000
a30,104762.7000
a31,104742.5000
a32,104751.5000
a33,104750.9000
a34,104763.5000
a35,104764.0000
a36,104752.2000
a37,104748.7000
a38,104755.0000
a39,104749.4000
a40,104730.5000
a41,104745.4000
a42,104732.9000
a43,104753.7000
a44,104731.9000
a45,104756.1000
a46,104758.5000
a47,104750.2000
a48,104764.0000
a49,104754.1000
a50,104764.0000
a51,104764.0000
a52,104758.0000
a53,104761.1000
a54,104727.2000
a55,104750.4000
a56,104760.9000
a57,104756.2000
a58,104747.2000
a59,104750.1000
a60,104744.1000
a61,104755.0000
a62,104736.3000
a63,104754.7000
a64,104758.4000
a65,104749.8000
a66,104755.0000
a67,104759.3000
a68,104760.9000
a69,104738.5000
a70,104751.0000
a71,104739.2000
a72,104734.6000
a73,104727.1000
a74,104764.0000
a75,104743.6000
a76,104732.2000
a77,104759.9000
a78,104760.2000
a79,104741.6000
a80,104741.5000
a81,104762.7000
a82,104759.4000
a83,104745.4000
a84,104740.2000
a85,104760.6000
a86,104755.7000
a87,104764.0000
a88,104764.0000
a89,104757.3000
a90,104764.0000
a91,104762.7000
a92,104764.0000
a93,104733.6000
a94,104758.2000
a95,104747.7000
a96,104756.4000
a97,104746.3000
a98,104748.0000
a99,104756.5000
[1000]
a0,104151.4000
a1,104345.7000
a2,104261.2000
a3,104177.6000
a4,104297.0000
a5,104261.9000
a6,104182.1000
a7,104238.6000
a8,104318.6000
a9,104194.7000
a10,104213.4000
a11,104222.4000
a12,104239.0000
a13,104321.8000
a14,104231.1000
a15,104279.2000
a16,104253.5000
a17,104384.8000
a18,104332.7000
a19,104287.2000
a20,104302.7000
a21,104300.7000
a22,104301.1000
a23,104293.8000
a24,104383.1000
a25,104151.8000
a26,104246.6000
a27,104316.0000
a28,104197.2000
a29,104397.8000
a30,104302.8000
a31,104231.5000
a32,104312.4000
a33,104243.4000
a34,104396.0000
a35,104265.4000
a36,104222.4000
a37,104438.2000
a38,104217.1000
a39,104189.6000
a40,104379.6000
a41,104413.3000
a42,104286.9000
a43,104237.0000
a44,104124.9000
a45,104327.6000
a46,104254.8000
a47,104435.2000
a48,104221.8000
a49,104331.0000
a50,104207.6000
a51,104302.5000
a52,104347.3000
a53,104287.6000
a54,104279.6000
a55,104223.3000
a56,104275.0000
a57,104302.5000
a58,104296.1000
a59,104253.8000
a60,104242.2000
a61,104253.1000
a62,104250.7000
a63,104400.4000
a64,104297.3000
a65,104229.2000
a66,104200.5000
a67,104248.0000
a68,104313.8000
a69,104291.6000
a70,104300.9000
a71,104297.2000
a72,104260.0000
a73,104164.6000
a74,104220.9000
a75,104300.7000
a76,104258.1000
a77,104134.4000
a78,104270.0000
a79,104439.4000
a80,104348.8000
a81,104192.1000
a82,104292.9000
a83,104253.8000
a84,104280.1000
a85,104314.2000
a86,104322.7000
a87,104258.0000
a88,104310.9000
a89,104073.7000
a90,104335.8000
a91,104132.0000
a92,104261.4000
a93,104289.6000
a94,104293.3000
a95,104368.8000
a96,104330.6000
a97,104333.9000
a98,104295.7000
a99,104344.8000
[1500]
a0,103655.1000
a1,103944.9000
a2,103805.3000
a3,103702.3000
a4,103887.7000
a5,103833.9000
a6,103738.5000
a7,103712.1000
a8,103820.6000
a9,103686.5000
a10,103801.4000
a11,103802.8000
a12,103660.6000
a13,103924.5000
a14,103707.9000
a15,103931.7000
a16,103759.9000
a17,103998.2000
a18,103852.4000
a19,103897.7000
a20,103864.9000
a21,103832.6000
a22,103792.1000
a23,103803.6000
a24,104042.7000
a25,103629.3000
a26,103789.5000
a27,103780.5000
a28,103745.9000
a29,103986.1000
a30,103849.0000
a31,103802.3000
a32,103931.1000
a33,103788.0000
a34,103896.6000
a35,103741.1000
a36,103723.0000
a37,103981.3000
a38,103747.9000
a39,103673.0000
a40,103909.1000
a41,104037.7000
a42,103869.8000
a43,103820.6000
a44,103587.3000
a45,103883.0000
a46,103844.5000
a47,103936.4000
a48,103763.2000
a49,103716.3000
a50,103695.2000
a51,103926.2000
a52,103809.2000
a53,103846.6000
a54,103804.9000
a55,103849.9000
a56,103874.8000
a57,103884.6000
a58,103788.8000
a59,103829.7000
a60,103770.5000
a61,103692.2000
a62,103865.7000
a63,103971.8000
a64,103838.9000
a65,103756.5000
a66,103682.6000
a67,103707.3000
a68,103836.2000
a69,103833.7000
a70,103864.2000
a71,103848.3000
a72,103886.8000
a73,103701.0000
a74,103719.0000
a75,103920.3000
a76,103823.4000
a77,103664.1000
a78,103827.1000
a79,104114.5000
a80,103857.2000
a81,103736.5000
a82,103899.2000
a83,103915.8000
a84,103750.7000
a85,103802.7000
a86,103825.0000
a87,103804.2000
a88,103848.7000
a89,103521.8000
a90,103847.0000
a91,103600.9000
a92,103746.2000
a93,103872.5000
a94,103816.2000
a95,103986.1000
a96,103862.9000
a97,103952.8000
a98,103808.7000
a99,103909.9000
[2000]
a0,103233.3000
a1,103628.2000
a2,103366.7000
a3,103323.0000
a4,103520.8000
a5,103402.8000
a6,103254.9000
a7,103315.9000
a8,103307.9000
a9,103258.8000
a10,103353.0000
a11,103318.5000
a12,103176.7000
a13,103477.5000
a14,103265.8000
a15,103477.6000
a16,103290.6000
a17,103497.7000
a18,103427.3000
a19,103513.7000
a20,103364.4000
a21,103331.0000
a22,103361.7000
a23,103311.6000
a24,103606.6000
a25,103071.9000
a26,103300.3000
a27,103224.8000
a28,103213.0000
a29,103536.4000
a30,103416.2000
a31,103341.2000
a32,103495.1000
a33,103363.3000
a34,103380.1000
a35,103303.4000
a36,103264.7000
a37,103559.9000
a38,103257.7000
a39,103236.4000
a40,103490.9000
a41,103628.5000
a42,103472.1000
a43,103438.2000
a44,103017.9000
a45,103466.5000
a46,103321.0000
a47,103545.9000
a48,103370.6000
a49,103168.3000
a50,103136.0000
a51,103428.4000
a52,103368.0000
a53,103410.8000
a54,103349.9000
a55,103456.7000
a56,103442.9000
a57,103498.5000
a58,103399.4000
a59,103421.9000
a60,103333.3000
a61,103169.7000
a62,103406.7000
a63,103456.9000
a64,103359.8000
a65,103240.5000
a66,103306.7000
a67,103158.6000
a68,103304.8000
a69,103413.3000
a70,103342.4000
a71,103364.6000
a72,103428.7000
a73,103304.4000
a74,103191.4000
a75,103529.6000
a76,103396.6000
a77,103202.3000
a78,103356.8000
a79,103617.4000
a80,103370.3000
a81,103254.9000
a82,103517.5000
a83,103418.9000
a84,103295.4000
a85,103383.1000
a86,103501.9000
a87,103336.5000
a88,103353.6000
a89,102970.7000
a90,103406.9000
a91,103092.1000
a92,103252.4000
a93,103422.1000
a94,103366.8000
a95,103549.0000
a96,103439.4000
a97,103594.8000
a98,103331.6000
a99,103396.5000
