[500]
a0,10395.6000
a1,10390.0000
a2,10414.8000
a3,10355.8000
a4,10401.6000
a5,10420.5000
a6,10378.4000
a7,10409.4000
a8,10416.7000
a9,10390.0000
a10,10407.4000
a11,10394.0000
a12,10393.8000
a13,10405.2000
a14,10395.8000
a15,10407.3000
a16,10422.5000
a17,10398.0000
a18,10415.1000
a19,10430.0000
a20,10430.0000
a21,10409.0000
a22,10420.5000
a23,10407.2000
a24,10393.7000
a25,10409.4000
a26,10420.7000
a27,10407.2000
a28,10386.0000
a29,10416.8000
a30,10422.4000
a31,10338.8000
a32,10361.3000
a33,10401.8000
a34,10430.0000
a35,10426.2000
a36,10397.7000
a37,10428.1000
a38,10424.2000
a39,10399.5000
a40,10407.2000
a41,10414.6000
a42,10420.4000
a43,10399.7000
a44,10405.2000
a45,10414.9000
a46,10412.9000
a47,10426.2000
a48,10411.3000
a49,10418.8000
a50,10424.2000
a51,10410.9000
a52,10412.8000
a53,10391.9000
a54,10409.1000
a55,10388.3000
a56,10403.4000
a57,10342.6000
a58,10426.1000
a59,10411.0000
a60,10409.2000
a61,10424.2000
a62,10344.7000
a63,10430.0000
a64,10386.3000
a65,10411.1000
a66,10403.6000
a67,10424.3000
a68,10422.5000
a69,10428.1000
a70,10340.5000
a71,10397.8000
a72,10388.3000
a73,10428.1000
a74,10411.2000
a75,10388.8000
a76,10392.3000
a77,10397.9000
a78,10426.1000
a79,10416.6000
a80,10422.3000
a81,10430.0000
a82,10411.3000
a83,10410.0000
a84,10395.9000
a85,10430.0000
a86,10405.3000
a87,10407.1000
a88,10430.0000
a89,10430.0000
a90,10428.4000
a91,10376.7000
a92,10426.2000
a93,10416.7000
a94,10424.3000
a95,10420.6000
a96,10426.2000
a97,10426.3000
a98,10407.2000
a99,10428.1000
a100,10407.2000
a101,10390.4000
a102,10426.2000
a103,10414.8000
a104,10428.1000
a105,10422.4000
a106,10430.0000
a107,10428.1000
a108,10424.3000
a109,10420.5000
a110,10416.5000
a111,10392.0000
a112,10403.5000
a113,10409.2000
a114,10403.3000
a115,10407.3000
a116,10422.4000
a117,10395.4000
a118,10416.7000
a119,10386.1000
a120,10410.9000
a121,10412.8000
a122,10424.4000
a123,10426.2000
a124,10399.6000
a125,10407.4000
a126,10424.3000
a127,10401.5000
a128,10416.9000
a129,10430.0000
a130,10424.3000
a131,10417.1000
a132,10428.1000
a133,10399.5000
a134,10409.0000
a135,10348.1000
a136,10401.5000
a137,10401.6000
a138,10426.2000
a139,10418.5000
a140,10408.9000
a141,10413.1000
a142,10407.2000
a143,10395.8000
a144,10420.4000
a145,10403.2000
a146,10378.7000
a147,10397.6000
a148,10420.5000
a149,10407.4000
a150,10414.7000
a151,10405.1000
a152,10409.0000
a153,10397.7000
a154,10409.1000
a155,10426.3000
a156,10409.1000
a157,10415.0000
a158,10407.2000
a159,10428.2000
a160,10401.5000
a161,10412.9000
a162,10399.4000
a163,10418.6000
a164,10416.6000
a165,10412.8000
a166,10426.2000
a167,10430.0000
a168,10430.0000
a169,10426.1000
a170,10416.8000
a171,10403.3000
a172,10407.0000
a173,10418.5000
a174,10405.1000
a175,10418.5000
a176,10399.7000
a177,10392.0000
a178,10411.0000
a179,10430.0000
a180,10430.0000
a181,10420.5000
a182,10416.6000
a183,10395.8000
a184,10411.0000
a185,10394.0000
a186,10430.0000
a187,10407.3000
a188,10412.9000
a189,10399.6000
a190,10414.8000
a191,10430.0000
a192,10380.5000
a193,10342.6000
a194,10407.4000
a195,10405.2000
a196,10409.3000
a197,10422.4000
a198,10430.0000
a199,10388.1000
[1000]
a0,10231.4000
a1,10256.4000
a2,10330.4000
a3,10199.3000
a4,10330.6000
a5,10283.0000
a6,10185.7000
a7,10279.4000
a8,10343.7000
a9,10294.4000
a10,10298.5000
a11,10323.0000
a12,10260.1000
a13,10269.5000
a14,10189.8000
a15,10303.9000
a16,10304.2000
a17,10317.5000
a18,10275.6000
a19,10279.3000
a20,10338.1000
a21,10338.0000
a22,10328.7000
a23,10283.0000
a24,10309.4000
a25,10245.2000
a26,10349.7000
a27,10256.4000
a28,10290.2000
a29,10309.8000
a30,10336.2000
a31,10148.1000
a32,10189.6000
a33,10211.0000
a34,10336.3000
a35,10302.2000
a36,10227.8000
a37,10296.2000
a38,10324.6000
a39,10324.7000
a40,10277.3000
a41,10320.8000
a42,10349.4000
a43,10271.7000
a44,10225.8000
a45,10332.5000
a46,10237.3000
a47,10256.3000
a48,10230.0000
a49,10269.9000
a50,10322.9000
a51,10290.6000
a52,10288.7000
a53,10245.0000
a54,10338.1000
a55,10264.2000
a56,10332.4000
a57,10136.6000
a58,10343.7000
a59,10326.7000
a60,10324.9000
a61,10317.1000
a62,10155.8000
a63,10307.7000
a64,10249.5000
a65,10336.4000
a66,10332.6000
a67,10252.5000
a68,10315.4000
a69,10290.5000
a70,10216.3000
a71,10300.2000
a72,10304.0000
a73,10307.7000
a74,10275.5000
a75,10230.4000
a76,10212.9000
a77,10201.4000
a78,10326.6000
a79,10345.6000
a80,10339.9000
a81,10330.5000
a82,10287.1000
a83,10297.2000
a84,10273.7000
a85,10284.9000
a86,10303.9000
a87,10239.1000
a88,10309.6000
a89,10324.9000
a90,10289.1000
a91,10294.3000
a92,10300.2000
a93,10246.8000
a94,10294.6000
a95,10277.7000
a96,10324.7000
a97,10293.3000
a98,10296.2000
a99,10307.7000
a100,10330.5000
a101,10243.7000
a102,10336.2000
a103,10319.1000
a104,10279.2000
a105,10326.7000
a106,10282.8000
a107,10273.1000
a108,10317.1000
a109,10305.8000
a110,10284.9000
a111,10315.4000
a112,10268.1000
a113,10237.4000
a114,10324.7000
a115,10336.3000
a116,10260.1000
a117,10294.0000
a118,10235.5000
a119,10232.3000
a120,10279.3000
a121,10288.6000
a122,10341.9000
a123,10307.6000
a124,10328.6000
a125,10254.8000
a126,10303.8000
a127,10298.3000
a128,10290.8000
a129,10304.0000
a130,10286.9000
a131,10327.1000
a132,10332.5000
a133,10201.1000
a134,10241.3000
a135,10142.1000
a136,10239.4000
a137,10229.8000
a138,10269.7000
a139,10294.5000
a140,10320.8000
a141,10342.1000
a142,10244.9000
a143,10241.3000
a144,10328.4000
a145,10332.2000
a146,10218.4000
a147,10326.6000
a148,10256.5000
a149,10264.2000
a150,10336.1000
a151,10233.3000
a152,10260.1000
a153,10271.7000
a154,10303.9000
a155,10237.4000
a156,10290.6000
a157,10287.0000
