[500]
a0,104523.9000
a1,104486.6000
a2,104536.6000
a3,104469.5000
a4,104527.3000
a5,104525.5000
a6,104500.1000
a7,104517.6000
a8,104518.5000
a9,104496.7000
a10,104537.0000
a11,104534.2000
a12,104516.2000
a13,104472.2000
a14,104509.9000
a15,104504.0000
a16,104540.6000
a17,104492.1000
a18,104531.5000
a19,104521.0000
a20,104531.3000
a21,104539.6000
a22,104531.4000
a23,104510.6000
a24,104489.7000
a25,104489.5000
a26,104540.6000
a27,104523.9000
a28,104529.4000
a29,104536.7000
a30,104543.0000
a31,104513.8000
a32,104518.2000
a33,104522.6000
a34,104543.0000
a35,104543.0000
a36,104523.0000
a37,104507.0000
a38,104543.0000
a39,104526.7000
a40,104484.8000
a41,104510.8000
a42,104489.8000
a43,104516.5000
a44,104519.6000
a45,104527.3000
a46,104526.2000
a47,104516.4000
a48,104543.0000
a49,104525.4000
a50,104543.0000
a51,104543.0000
a52,104532.9000
a53,104531.8000
a54,104466.5000
a55,104531.3000
a56,104540.6000
a57,104537.6000
a58,104524.9000
a59,104540.6000
a60,104513.2000
a61,104539.1000
a62,104497.5000
a63,104524.4000
a64,104529.4000
a65,104523.9000
a66,104539.0000
a67,104525.9000
a68,104540.6000
a69,104516.7000
a70,104513.4000
a71,104514.6000
a72,104476.7000
a73,104498.7000
a74,104543.0000
a75,104522.0000
a76,104491.6000
a77,104529.3000
a78,104528.1000
a79,104494.0000
a80,104501.2000
a81,104540.4000
a82,104539.2000
a83,104516.4000
a84,104536.7000
a85,104536.2000
a86,104525.5000
a87,104543.0000
a88,104543.0000
a89,104543.0000
a90,104543.0000
a91,104540.4000
a92,104543.0000
a93,104522.4000
a94,104523.5000
a95,104527.5000
a96,104528.1000
a97,104509.4000
a98,104511.8000
a99,104530.2000
[1000]
a0,103736.2000
a1,103947.8000
a2,103808.6000
a3,103755.4000
a4,103793.0000
a5,103750.9000
a6,103820.0000
a7,103698.6000
a8,103706.1000
a9,103733.8000
a10,103795.1000
a11,103890.3000
a12,103758.3000
a13,103807.1000
a14,103774.6000
a15,103856.3000
a16,103761.1000
a17,103839.8000
a18,103864.9000
a19,103809.4000
a20,103825.0000
a21,103808.3000
a22,103849.0000
a23,103741.7000
a24,103796.6000
a25,103681.2000
a26,103742.2000
a27,103868.7000
a28,103819.9000
a29,103743.5000
a30,103790.2000
a31,103763.6000
a32,103856.9000
a33,103838.4000
a34,103952.8000
a35,103809.1000
a36,103849.9000
a37,103817.6000
a38,103676.6000
a39,103732.3000
a40,103855.8000
a41,103881.6000
a42,103825.6000
a43,103798.5000
a44,103686.9000
a45,103839.3000
a46,103827.5000
a47,103802.3000
a48,103773.2000
a49,103908.4000
a50,103733.7000
a51,103780.9000
a52,103850.1000
a53,103867.8000
a54,103724.4000
a55,103833.2000
a56,103871.3000
a57,103849.9000
a58,103712.7000
a59,103797.2000
a60,103691.8000
a61,103819.8000
a62,103824.8000
a63,103891.9000
a64,103745.7000
a65,103827.3000
a66,103716.0000
a67,103762.8000
a68,103877.5000
a69,103832.8000
a70,103874.4000
a71,103672.9000
a72,103826.4000
a73,103714.5000
a74,103915.9000
a75,103879.6000
a76,103794.5000
a77,103878.1000
a78,103773.9000
a79,103913.8000
a80,103805.3000
a81,103784.2000
a82,103733.4000
a83,103880.0000
a84,103631.0000
a85,103836.2000
a86,103893.6000
a87,103771.5000
a88,103900.3000
a89,103704.0000
a90,103755.0000
a91,103688.0000
a92,103804.3000
a93,103785.1000
a94,103781.6000
a95,103856.0000
a96,103916.2000
a97,103852.0000
a98,103755.3000
a99,103938.7000
[1500]
a0,103041.2000
a1,103310.4000
a2,103123.2000
a3,103047.6000
a4,103097.3000
a5,103041.5000
a6,103199.8000
